contract_address,owner,tx_id,tx_hash,block_number,block_hash,network,tx_index,log_index
0x634dce9e1f51dc03ae6446ecea862b941f1016ce,0x787ec23276d87df482553a1c03bd9c8db52f4bda,0,0x0c5799a292c1af25cd9cde64fd2619d6c1e7e54ced768a3d4f2d2895eebd51c5,55574395,0xf32d3fe4d5fc16073ffdb7c598e263a0691a32a90e5bff47729834f3f5fb31e9,alfajores
